authorid,paperids
528073,1625946 1956548 418521 1641891 1324795 1792436
528878,862882 1780237 481047 2190992 1505473 640460 1636929 1087299 1954266 2161616 249971 2169087 2204863 16422 1700628 856065 825829 2139080 1741359 2067053 1416821 2174331 315751 1755298 665740 2159478 2086160 1724804 836089 925122 1646974 1275046 1141127 185767 661670 1771966 2015249 1849438 1216064 640039 1556186 61915 1532101 1157501 843809 1163525 1744912 2174490 1023396 39203 1017737 1738256 879471 2141183 1016641 527882 971580 444380 961164 786411 2043812 636408 602443 922959 917101 766704 2251867
530599,318488 931184 1721423 1301827 1549179 475945 1680757 575355 1904665 2086557 2201508 1895848 367993 1446440 2207828 207513 676873 1788058 2144428 1535972 2218419 1560403 957862 2068634 1639703 32200 2021921 811856
531269,759565 877276 556380 1313319 2240701 795732 416257 253115 1742339 364434 191173 620114 2147189 1924992 1151495 209898 1698699 2204795 201775 976148 59534 27680 631099 703625 1158155 832326 2094034 938905 1479036 210688 2022434 487657 2085621 267193 193798 190707 1233165 115568 1387634 1673345 2150398 243811 1543654 427972 59951 143695 1203496 949538 816275 1416378 7366 921112 623481 1519300 1626433 1981999 736363 923214 121060 1497551 2234968 844376 1388060 2138726 1565845 1734770 410872 919553 1125558 436029 1160382 2086171 1162433 2189895 446216 1903373 1486125 2081603 181764 1711479 838060 517483 2035908 2131716 2102123 968535 2210093 2093062 2008340 1175547 759337 2096267 52937 1165086 450378 96182 383468 1624118 1874637 266582 475797 1948648 2056765 390246 179651 663834 1008241 1720068 1504456 1156763 946315 1660852 1124707 1371357 489979
532891,1746032 239508 1120354 1050689 1734415 1118140 2224929 1442340 1957722 646937 2081566 10548 1783644 840639 1399176 2105507 1170977 1816105 510073 8578 97469 861444 1560549 1905468 2208239 803965 1350235 700441 610959 1890574 79841 968583 2150008 2049430 1829959 2136995 404305 1976702 1053096 1461115 1762359 874458 1920861 1895989 923121 333763 1885917 547600 662533 1936196 1286867 1417818 784741 763570 404585 2122317 901614 2226768 2027224 1116411 71888 22692 529606 1518947 128961 557571 1163245 913993 328382 2115252 2137103 1556596 852474 1392135 1656971 1696519 811803 1587043 1406522 1828681 352120 2134032 560782 1112626 1947495 1869176 1400542 1557801 247363 225598 1953697 1062920 1622197 987081 266775 2195687
533258,1137340 970520
533969,731584 1278370 1820242 1561429 2242161 2141253 1442284
533987,196755 1242192 992891 1539780 376669 2123377 245830 2235397 209792 1219165 1755184 415417
534139,1164809 1126142 1499147 323756 952953 1238981 656851 373857 1935212 1102553 199040 1421403 2029899 1224465 2020444 1227883 474095 407743 1601559 1037656 719974 2169669 1332925 765204 426639 1114711 1077004 834715 688079 1902267 1099373 2082028 1079554 2249118 55827 1327454 57935 1241682 1859262 588803 1143447 601876 501757 613848 1391287 2199388 2120776 1752838 2003261 1091836 1812387 711202 1537317 741918 1393719
535050,705748 1290564 1366745 317199 1707939 1795221 1222734 1866890 301469 1333081 216579 1545727 1691170
536893,418471 20743 195370 1594498
538967,541090 1979639 138758 237452 244729 463902 1931866 67156 878956 1951654 1306957 56151 150474 1609722 1935215 860282 1666714 416932 186125 862342 670867 912487 563940 555102 887066 1963856
542659,1221570 1377436 255656 420912 447439 366340 1710459 983266 725180 691790 2187269 2141887 875129 878214 723105 173197 1282932 1488380 939676 257468
548048,923946 534135 412317 1245641
548074,932562 656448 1342170 426725 1894954 1587118 234466 827213 2010870 1176990 408338 1994961 1621135 137897 1020740 1829852 317841 1136439 93868 577789 1280923 392634 2058653 1948482 1342119 938471 2018221 1506906 173702 43420 612558 1749654 709761 727600 2116282 1925201 47937 2055097 156893 1938619 644200 1401890 76600 619340 1266964 490737 1740099 1079500 1221480 181793 40525 2104388 2122399 914228 570400 1522391 1081571 1831041 1968479 1797012 676788 1389412 21100 1871406 1679293 1393158 321449 223203 1159808 2250498 1601040 2115019 319260 1718639 1114707 1864787 1942522 951104 689054 1991093 719774 1673118 2244201 472211 902940 1489569 1118402 1300189 1377804 112979 1936226 426982 2045737 451610 217980 1141979 1035977 307369 1776955 218277 856764 1621323 2054431 1584390 2220397 42833 1389428 1551167 113360 491884 1953907 996474 733009 1519328 734498 2075323 692557 1925020 2001467 822057 891044 1138827 875702 1213974 1261451 2098118 701889 938745 754155 1939023 1284156 679615 533678 409223 582662 913547 364524 1475773 430931 668649 867271 1778771 619462 145954 1905921 801614 233358 1087161 374653 93496 558421 127868 760093 1982938 1676374 302899 1097033 1271929 2101544 940304 262138 1848298 1065231 107300 1655656 650593 1538253 2188429 1914320 45325 420138 143417 214860 1433115 1150626 1347268 2003857 30382 2234579 950602 1285219 2098447 1504926 219812 378512 15538 1441867 1358366 2160975 1406644 944986 1274602 697612 730448 747376 1682929 1806786 559244 730553 1758505 46476 2007179 90414 1913488 206915 1416362 2076552 708611 1151898 90779 1287663 2136705 997010 1527077 829191 2139420 1831621 244836
548164,1843931 1980134 915463 359972 1223869 1497206 506027 164849 826029 1992367 574931 180428 2038416 1380718 31888 1755778 2183909 2161655 1881959 1757982 887989 1244031 943332 1838688 1481647 1913010 530923 492901 180265 462423 8768 2159706 1670290 1048123 2216133 1277273 443861 312237 1792185 725297 1948312 148803 2081402 1575254 649835 2097894 397249 46429 32140 2137241 977874 374007 1457953 258688 1733665 1593317 1811772 842778 1675219 285847 1666823 51324 419445 2126633 696248 1172017 2006889 1321110 1320796 966192 1900367 418169 13779 104659 2039047
548237,2120169 1642777 1221005 1891838 1583660 1456241 900203 2217250 657862 2029289 1016192 1425419 2141097 615963 729071
548312,319917 926711 1796090 1059536 997539 1309885 749094 2137227 59108 955007 1430097 1662561 1938075 68516 1318297 1516163 963207 1041250 465754 1972589 51664 1927006 2064562 367916 1862096
548606,2135983 244150 1047092 632274 1047782 551678 895710 1066502 1850393 1701095 1929013 1198036 163388 1889009 1489054 736906 119141 221318 768550 761967
548705,2025015 650707 1141867 1535986 2007212 42397 445116 1229927 1015987 858200 1728820 219460 594141 1514409 827543 331932 1138922 1039377 1342735 1469790 626687 895964 1542596 91875 1753705 966483 191531 595256 133955 798906 942239 775246 2125621 755699 744239 1238626 314419 348246 901980 1792460 1617785 166965 1632391 607102 144975 1797008 1057270 2036208 1787467 1579650 2177141 1883621 1505051 1182529 1804216 1656831 583917 1115115
548881,910089 1734866 984197 561595 375198 892266 1708010 550461 1206789 561905 1797748 1988146 2071145 1047577 1832338 1079278 1662128 2019446 2148361 1206789 2228841 1407349 2228841 678591 1583546 2145231 241424 112974 897748 1810044 1355566 1748394 1717926 125040 769886 1651731 2171448 936276 1064813 267733 394121 402538 1235168 1199770 744232 10951 782302 1290332 10951 25095 661358 1365608 1856008 1025304 308398 18338 777515 1486126 1517362 859025 1149972 123113 1018076 1335059 1047577
551726,2150225 1175859 1887813 612173 1280220 1209209 439616 439647 102330 526969 1356738 1157326 2222436 2086438 434346 702349 226095 1490630 921081 1059266 1788598 1012975 1167962 1179290 1916220 1220925 259629 1267981 284264
551763,1648454 1347371 1045878 481998 1036912 645748 2008685
551787,855464 1729157 2231853 1757181 2208481 2067164 600949 1949953 1895351 2182867 1044311 1841651 437914 1458213 1617166 342528 1409221 515497 1062056 948604 413511 125431 237337 145315 1612593 540337 1811904 997328 1689278 1409014 775189 1365615 1045525 521840 591889 876239 1741470 1837475 1941987 584042 2220101 242434 878970 322142 1074731 569330 291918 756752 1401060 2124297 2132669 1287313 874100 2036851 326294 374049 1817052 865273 2044503 867631 145748 788556 1689815 2256531 986957 983299 1579213 1140044 681358 1011495 675321 1182149 324546 2237559 252207 750434 694886 1354168 383527 554137 1242224 295038 1900125 198622 1159885 1589550 105400 1853283 921580 1701545 1745543 741273 602216 2204120 1137080 2249474 1961144 130735 11038 620327 2099921 2057186 1914165 1056024 2090233 1960137 2255345 1673958 1451733 646226 1233707 1192216 4618 553324 901380 315311 1906851 655061 1586312 1133274 1210746 1507042 1778155 1434768 706823 40051 237572 1449454 1706066 584002 1774111 816659 108656 1063153 2154284 809556 2255778 2222804 296447 1580891 1092804 1243662 745741 73349 1234267 1428840 161569 1919477 907257 2183804 1924313 1613489 2022319 478755 700385 1042721 1823388 965223 1030841 512429 369129 340741 326663 1719835 957655 1854829 230928 1453469 791047 1513993 899156 1089750 1356146 1387517 1707619 1676937
552153,1132596 1483436 2110867 1501185 901867 2027226 788664 2255260 327149 255381 1308339 1946131 1117926 225459 325682 526475 888367 1147349 580838 301324 1653325 1534172 1854542 408763 2170852 724089 1383237 1119071 2105363 1316595 2149901 371779 40653 1765834 1606440 1677647 143928 2208752 276122 2109576 1672996 1412600 424248 1906854 153603 1550689 599681 481554 1387701 1814538 564863 23977 1625329 455583 1359226 2000685 1083164 203189 1486411 1937141 2172763 106914 1341358 997110 1588004 2167308 742294 385819 1120090 1809324 192399 628094 1756209 490621 186018 878396 1865474 1094113 2248396 1041556 909849 1490230 2064363 394027 583056 2040425 1558631 2182149 480097 1617546 2205263 1348187 659100 587096 957381 1824595 481965 1795539 852457 322567 362062 1580743 724635 1955156 1784724 143836 617032 454999 1142229 1246226 890900 1002225 424315 1440853 1903655 348675 2138502 960219 1698112 1297678 103125 1555441 299420
554427,329136 2176674 645003 1784720 2231314 321644 1005421 334806 1429697 975179 550020 1345486 1466303 2203490 310460
556555,951753 1565035 437212 2140851 1707665 1188691 1636800 2084727 2041736 2132624 2197485 1629287 1950320 1428458 746411 1806149 902323 2141554 286863 527577 1094053 1016980 1455386 22003 2016749 952319 858909 865205 188406 956936 412613 1270391 398888 1632012 583363 1187908 1252279 753176 677920 667389 2042329 151438 1106372 176286 192687 261442
557284,783907 1974512 1137168 1778545 621338 1652301
557626,871446 33452 607957 1932435
558010,638897 2136632 846406 1249428 1502111 1563224 362554 274478 1687034 633903 2179475 1889354 1233355 1371573 1081225 1468108 234966 722984 1956760 501494 1493863 2030623 124125 2195318 1585862 884723 1184317 1391587 958586 1458318 1370990 647813 976247 2009293 638666 18690 908984 1648999 1870871 1648332 687828 1490773 1828657 1866030 239087 318322 835160 1355105 271859 2072332 1939910 789526 605450 347044 1426140 1380609 854388 1687906 2081356 763854 1349150 582591 2219754 2127307 100089 1114844 816928 58402 287000 1024467 2178923 501371 1553428 659772 938707 1589861 992643 2162262 279142 751676 721511 135203 376575 460303 1247704 1082405 2011254 1419606 1302732 1938835 1357578 1830085 1808712 1513454 1848551 1852290 760878 983546 433302 1473097 1910409 1694311 2139618 2100717
558814,1441780 343011 20042 2110053 1880541 670303 1849246 1856064 2015465 1820349 1033096 1457203 1726961 823530 670136 1435527 445526 670794 691387 2190695 1947044 1904919 1104408 826281 322801 2034986 1577272 2198279 1318939 1569442 370115 816998 762185 453254 250120 228002 1487640 1126182 2059458 113980 106180 69068 638634 1815287 284296 1418848 394402 2108281 683060 1018963 1548234 1461251 526203 287434 1411984 2256266 1453396 1673634 1524161 524192 2111309 1260120 966747 62198 1203595 1270532 2033037 248555 873033 1274416 187037 2242809 764984 1121779 1226558 1376342 980851 1713279 363088 2208049 94052 1182654 2243544 1756273 437839 908798 837082 1086438 1490036 91010 2094148 744433 1321996 256459 2188632 898205 1572617 2158632 499505 1393702 161399 1978718 1182198 251976 928832 475003 886049 1786585 405170 2203575 982196 846455 1670408 979624 537599 1040562 1186809 1954860 963641 895558 1044321 2039653 1066333 1217143 1052520 1548234 1856155 1669970 11557 1339783 140187 1547871 841872 540576 1027704 248953 1461251 2070282 435789 399674 10016 2199688 1927767 1446467 946020 1055703 2150459 605529 1862802 669423 1043001 138175 1798826 1667839 1492409 553234 821896 1060548 1852536 2192559 1710682 1787968 2033536 351052 1211569 578300 1852456 2158027 1727772 2072339 898510 850344 887940 1047972 909880 1597137 1967071 1290364 2245534 2219490 2054083 2007222 1247006 7383 1586015 1121697 851252 565661 1019074 34125
559094,1469167 462204 226108 1415723 356975 513501 795005 1251636 1969269 1102773 152326 590711 1038869 432767 123268 1189510 484210 1100130 1486662 1610019 413804 1587253 581882 1514692 144604 1825492 357247 163395 1272961 1996688 1749072 1212321 2044814 1981515 908011 436473 1294336 861732 263861 1603054 1792973 1382450 1965476 641968 1176846 965358 2079390 998561 617503 385431 190464 1651011 1964729 1202012 1142063 2189545 921593 75396 82415 1634126 1459912 2091576 1150717 847840 343929 1237946 1335319 1648984 1179594 1793766 1235936 2246306 1077134 142360 1026177 1390290 1845957 1663651 1994633 709634 603115 913831 690105 2112218 1342429 390705 1282444 2174063 1437899 2011860 1195966 1601175 1409884 1166839 1537952 923032 980923 1605574 261712 2210463 2089116 625920 1988466 746955 1903871 1854232 1188139 1314267 884219 1508269 563134 863366 1652597 1076824 1915272 289736 2132752 269842 1839519 1998504 508708 1687878 229864 1454284 578042 687645 27314 222395 1546910 1354933 1268066 41387 103991 2248724 1181094 1226273 1271065 1342222 1953993 1346374 1240392 1459014 1745819 1377964 533312 2198856 1729215 1956840 1332548 379738 1452279 1998849 441248 386044 1721074 1689005 928084 507101 573381 1326295 1479670 1755705 540197 1363025 504979 1014702 1421487 244674 649233 31814 1360734 1514177 690659 1589035 337646 1885081 806183 796251 764864 404819 2168350 425950 1297763 117671 1462855 1024543 981205 2001436 167031 94636 917616 253240 1770465 1205831 1719078 2199390 1700433 1425781 1696904 957174 1977712 1138546 1365125 1409357 694780 2044039 2215106 1827917 77915 507455 139661 59849 1269703 1740317 1597219 939634 2051314 198012 75282 2000845 297348 279336 1512918 1264022 68450 1397287 1208790 366446 1506640 269676 230377 1493802 1210017 1684789 1174705
559241,228231 1121332 162715 1910124 1032128 1390542 892008 621694 1945336 877663 792210 1278446 945527 859985 364797 1469480 2244180 434932 509197 937467 1382747 409721 475091 2217605 613829 1667598 232475 1056513 2128635 1771444 1792229 538038 968768 1229511 281051 972880 2057380 1199250 162421 1988410 1156271 2168397 1560055 357914 1369957 490254 1314111 1059726 1892297 541554 850675 1934121 772255 1376852
564512,1509650 742301 1035460 1317637 1513297 818378 1460659 373791 304077 1838290 986733
568501,1540255 568690 1759509 456973 1908219 1910924 1435679 1382130 129571 1446889 1854225 1456023 1571217 982327 180924 991791 354857 616665 2075463 1542348 1403454 501503 49401 1068387 1561868 2107030 785693 1236414 1903917 588356 801709 1198220 9674 916425 756625 228621 64422 1134710 427506 2108191 136277 940051 1381135 721818 2046078 1916974 276618 237151 2053282 1058077 804717 1787247 805348 1820667
570069,450924 2072169 1304739 437423 1716825 251011 1907693 1154866 1725497 1414895 2148549 1951834 2255479 280823 122003 1270835 1352511 669972 411702 1809181 144279 2071376 2070428 695251 1152351 961915 2240735 53250 204589 1203756 758113 87633 649633 713796 489399 1168966 1270551 1764235
571591,1433864 854481 1834838 762849 489667 1482304 1549368 226832 2248208 2230764 657783 1551151 907260 75511 1352498 1304631 1323815 146445 886291 326093 1926658 688622 2008979 1551151 1965145 958208 478716 1448831 1090976 1926658 1985471 63119 1636956 82033 1126678 777017 958208 1189031 1989003 143959 363438 1222154 1965145 701254 1090976 2238480 919451 943271 851430 39549 919451 2048462 1239613 2148258 886291 330866 429362 1126678 525044 1335994 198208 2148258 1863206 1818171 1609291 363438 1381521 636577 2230764 1709678 900410 268792 1288924 2232982 1448831 1567184 1273247 851430 1304631 2226061 525044 1323815 2004157 915343 137878 1883538 131531 742164 1189031 1381521 1832269 621191 688622 2000285 1246604 474600 330866 1406412 676439 1636956 540002 173064 956668 1749558 675310 561566 131531 1858529 854481 143959 62600 820635 915343 742164 523947 907260 478716 1409627
571885,1294292 2041892 1208214 1625662 1241686 1929216 1000720 943723 795312 1244999 1859258 580772 1483443 1007947 529068 1623680 1334338 654400 67049 34804 1010391 2184150 1064950 1941922 1686988 1895731 469836 1905308 1810809 1042428 1722220 1215146 723815 1509123 888614 1353098 2104503 1739934 2119578 947098 1772720 984703 1813645 65049 2043257 2070200 1551938 2063572 1035233 643222 353703 532929 1532819 199351 87444 2065546 473265 1257054 934902 2025870 771224 680334 2075228 932288
573342,2201508 119136 857665 845069 395973 260454 1406290 2240705 805869 1923187
573530,2234359 1903741 834247 2159289 717119 761704 570832 1466247 575060 509859 896154 2000124 1186962 450211 377469 661177 2153526 834844 2201553 493450 459254 1954009 1734720 1559088 762111 521802 829006 317315 1211830 301512
575022,1821898 1544149 1195245 1823889 940480 1672158 1623825 257365 2064996 884403 1257905 426768 271889 1546712 1624732 88667 1214384 64516 1343972 543717 949178 1527300
576405,544090 1178165 729476 560558 1427882 410312 738708 1084661 709310 171374 1003225 1872329 1258405 1599017 1585685 1661356 1230770 2025479 640752 1410404 1419779 709176 1316999 221794 1002307 596104 2040164 666075 895288 707968 611266 140272 1700548 54941 614422
576823,2136223 1090250 1688738 1978176 663363 1851020 281669 1012790 879347 2216277 1075153 971519 262871 1687086 2117119 2224501 2072255 1339450 1486325 1972976 230483 240607 1282515 2216277 1555952 228741 1249906 1730454 1929218 817701 1791238 1759480 489013 1306563 461328 879347 1302381 572834 1792454 1051507 976886 1553896 1565459 460480 1766493 1127275 401658 2165354 992883 2143456 145668 2025775 1051507 393081 2061366 663363 2025775 2064429 396131 169759 1216621 1725247 1613446 644383 2023080 145308 1041300 1776713 514070 282257 1886392 372308 1809804 892721 2185963 1158515 1713969 1402535 396445 703697
579652,264614 2226423 2048715 881082
582044,1623770 288649 1233576 1222847 272333 703451 664988 872063 2023881 666241 857059 1066092 2176467 84799 66305 1993462 519853 603397 962735 775978 1313886 505043 1033255 564198 1354837 1033188 2094938 108404 2221913 941360 1163772 462186 587228 824191 1089655 657937 169499 1977232 521009 1014708 896054 1076286 704110 1781831 2128307 355676 1205259 62785 956848 760104 834283
584279,1045731 1658335 1073418 2233019 2045807 2138289 1484014 1767626 1158653 2050594 1344412 1558723 301709 477010 20757 286296 1782312 720732 2192767 1396204 1827478 226468 1521485 2033606 2008588 741636 186693 226744 817970 686683 1809018 1328258 657836 1056273 1143420 770967 830154 968649 1973242 274948 1246265
585539,64749 822306 439579 2071796 225927 1779318 43280 432499 1302757 139770 753076 661718 1215414 2043815 1543790 187106 615806 623615 1369629 833016 1791730 1178219 1238808 2251802 1714282 2143288
586671,1001180 1889286 1758981 903164 2081819 384784 490251 1787175 198651 681912 2146904 426537 670639 1102651 1126266 1038538 1445384 2101274 2237739 818193 2133573 123199 1275181 2168391 2170410 596670 1348729 853551 571836 1502860 63601 1216347 707264 1029572 1232779 1308479 1759826 380347 187663 796728 1955319 201313 279768 1402394 165272 146004 1302023 1144917 1301781 781018 870319 1969666 1496338 1253147 455442 1839928 2230940 1078276 899581 772788 1600609 2190868 1779399 2215357 1094136 1426085 1600116 1503663 1335957 530697 815111 789999 344291 2056491 1457557 1131558 209957 813884
590611,348818 2162787 2054176 1880656 2014485 254019
591356,674132 1900360 1049820 9859 1552302
594734,377575 1572861 537922 1160209 1123359 694789 806377 1269077 1613474 332340 622894 1142109 153586 1372759 1823191 1426262 2041612 890434 1222465 1313242 566096 145229 1117516 2133745 2204029 445567 1033153 1203480 933817 543152 2166244 1155569 64039 1929523 211544 1555442 1657934 110761 685427 2161140 2192781 700598 1422467 2257637 1539383 592928 56824 1520067 757833 769531 783174 1700054 84052 2171337 1393823 1597426 2019683 1190684 2204029 2101593 266223 1187428 1837543 1485859 1285544 1123359 148612 1102319 828795 1287558 251557 1719920 1457938 2104743 258750 1322440 347727 215230 2205879 258750 1806684 936293 1519189 641620 1489904 8108 56151 1307281 642266 1332452 61101 865262 32413 1768147 568352 606869 980329 236156 689964 1457938 449352 722966 975 1283772 1322440 1256030 1453545 1060392 2127089 1681044 933817 2051176 460366 1861751 722052 828795 2003543 1970624 2107785 2167528 1422467 1387967 846993 1949515 449352 1945805 1280274 110761 1839244 236156 1683370 905587 1755274 1643389 672941 518972 2104743 846993 874927 301832 1723523 806087 2188393 972125 606869 145229 2177976 1706379 726666 2186956 332340 1800397 1432446 1477567 1337618 598998 1896830 722966 1837574 800585 2027265 980329 1182070 2144938 1896830 1800397 1613474 1220662 13252 1970624 2132699 445567 663237 797102 769669 174379 310224 328730 1350212 1733806 1256030 607301 1310494 1888312 1327524 1696897 689964 1736452 1725597 2043827 347727 919303 1733806 10974
594918,117185 1163540 1406156 1675755 1195921 1948090 640090 1074934 649537 1149579 1565651 1480193 1852762 1310946 833204 2252839 1558435 1343848
595368,1209667 443323 526026 1327471 1100549 1629753 276338 2210877 537236 885370 1483813 802046 1470509 256240 1431074 2106623 381221 1297454 822330 1490347 2077249 1838266 1870649 185475 1150631 256788 1707579 619413 1141432 121700 148501 1883288 1345033 1513656 1435083 168431 734244 1850033 1634298 61011 398528 867950 917197 577663 1936351 2118804 1895308 1585770 1416482 1316439 733766 1329511 862610 1619840 484881 2159696 632233 2095042 1234066 877334 167609 336275 968871 1599799 1433157 2134176 1355376 373489 1393251 437233 2048232 801453 87728
597852,714899 1188150 841275 674927 1103398 547571 1768936 487745 40961 401545 1625619 903097 890974 1857475 1668523 74500 532656 1160882 2226314 406489 1340959 660790 798048 1254727 1486516 836532 1143120 1268502 513400 299945 872109 1454179
599843,2187776 1093577 1471816 1595689 1833551 1075267 1775228 2098822 522401 764060 1896714 1705862 1428956 1543038 1188344 857744 743589 1127472
600316,943091 406428 865593 1142850 346351 1142850 853239 760000 1156120 542835 1448436 51920
600422,1049736 1762713
608590,2053373 902108 1248152 305411 927889 1077216 93279 528856 155384 455885 408985 1363409
612580,1321185 879327 160770 1461626 1205855
612691,1996765 306147 1378786 1037283 1642927 1106044 42709
613205,759291 674290 158222 1512203 1116442 1825955 1531589 106167 1270115 689187 690455 207101 396484 1746560 899755 718080 1524438 2015189 991095 450849 468991 718127 1768284 2076164 611768 2245832 843101 673228 321821 1226309 261855 1936992 1800900 1223225 1970933 1576138 796724 442822 482406 584238 1732649 485233 2187101 37166 1482645 1564371 760919 387466 475984 1829635 911103 2025413 277347 305711 330264 406409 433449 52827 1353313 1572928 143480 202273
613468,1237814 1617261 652704 633814 1054165 539587 419831 360746 952957 2169413 2059057 440423 825807 298157 472846 1371203 1962564 1475583 1505541 1129471 658115 1052568 441535 1679234 1378115 1735771 1762988 802428 485688 313554 831668 1304297 43016 944945 326353 1520826 2042668 50593 341441 2110398 121674 2070057 1963508 2211543
613685,1572980 111810 1009619 1722619 822385 1419226 2054788 1009619 535910 1478318 122387 2106052 1572980 2031457 1862713 122387 531993 1718200 1893535 1940432 1893535 1937147 1718200 1465070 333175 199684 1290578 1100550 2054788 906942 1100550 333175 1496989 1731934 131439 1465070 2198858 531993 221275 2210757 1987883 1478318
617526,415467 510935 1507265 1410660 1318814 1349894 544235 931819 2258053 2082962
619498,1587712 155853 1373976 2011934 570882 2037398 933805
620218,1289079 1164320 790000 2061495 1967970 2141782 239620 850640 504435 1184985 589280
623923,1348173 1009287 40007 2248507 947812 1486617
627646,1002201 296574 74175 1855915 1879759 1567705 1936830 2028392 187160 1804311 176008 405386 2227027
630308,950407 1947666 1977419 1761241 1650311 1351866 274751 623109 1418123 185482 800437 961136 306331 1961280 1075937 1192870 1595644 1720734 1215463 1077566 1903868 1352397
630713,206395 315220 1413258 552288 1818961 881990 1342596 91325 1725053 2196462 222871 2145713 1577101 33423 1381201 1766496 519148 1608366 1549579 582064 2100031 2213480 745656 995889 261588 403344 1776803 256068 1667637 2001954 1465278 1155884 2061804 232612 756500 242667 1673315 1852367 1422337 2193694 1372020 250722 766842 1520824 804384 1268755 299543
631871,1637424 663888 1936960 985964 1352007 2206208 742714 470368 1637355 1432501 1512545 373976 685296 903610 638261 550482 267523 429576 2128224 875845 1667355 1191515 910630 1352007 2212899 1637355 689352 910630 1133699 332123 1049630 1904096 1326565 1936960 696121 2123407 1302698 209549 163665 1521859 1612008 869879 985964 1512545 861458 1300838 373957 910630 1657858 1521859 1521859 1637355 1382619 985964 1521859 200300 154156 1597265 1599022 2128224 442289 1637355 1896998 280585 869879 205475 1352007 1413168 689352 1826019 1512545 376029 264739 689352 23119 2104867 1352007 117136 732094 1826275 443086 332123 1442862 910630 1512545 163665 941755 1034470 795178 1657858 750524 123220 1065325 1600239 2428 2128224 2238107 1223091 148078 973124 878653 1637355 809281 1421500 944349 163665 1595451 1586430 1766731 1936960 985964 120999 163665 332123 869879 2128224 1440513 907680 2128224
632091,2244659 234075 425 1392030 613405 17969 197057 990130 1969203 1848129 2188108 1663016 635253 1249326 195007 769152 68962 207264 1373293 1491933 851373 2209496 271230 1925798 328117 945457 923646 1583588 836836 2254212 1414412 736334 1351533 1300813 795620 1279556 1460300 916715 7920 900037 279458 1005053 1308868 462999 648628 121405 626640 415985 346809 76421 1915840 966189 1639180 1381798 217859 1233201 1370454 227431 1981311 1729401 1517174 915911 1426764 1941618 1082209 2046274 508848 2141794 1559570 1728251 1785079 374808 2016368 1147169 1279040 1479969 246447 2251372 1898359 1955870 1274323 2209657 1474225 1081103 1785689 498124 1349085 1232566 1468593 621861 1245404 892501 9394 1053986 1285132 2152689 2067916 1076110 1707408
